sent
1	Кстати	0 кстати CONJ Prnt
9991	Интеррос	0 Интеррос NOUN masc inan sing nomn
9992	"	0 " PNCT
9992	Владимир	0 Владимир NOUN masc anim sing nomn
9993	Потанин	0 Потанин NOUN masc anim sing nomn
9994	,	0 , PNCT
9994	если	0 если CONJ
9995	раньше	0 рано ADVB
9996	предприниматели	0 предприниматель NOUN masc anim plur nomn
9997	использовали	0 использовать VERB impf tran plur actv past indc
9998	кремлёвские	0 кремлевский ADJF plur accs inan
9999	встречи	0 встреча NOUN femn inan plur accs
10000	в	0 в PREP
10001	основном	0 основной ADJF neut sing loct
10002	для	0 для PREP
10003	лоббирования	0 лоббирование NOUN neut inan sing gent
10004	своих	0 свой ADJF Apro plur gent
10005	интересов	0 интерес NOUN masc inan plur gent
10006	,	0 , PNCT
10006	то	0 то CONJ
10007	теперь	0 теперь ADVB Ques
10008	речь	0 речь NOUN femn inan sing nomn
10009	идёт	0 идти VERB impf intr actv sing pres 3per indc
10010	о	0 о PREP
10011	выработке	0 выработка NOUN femn inan sing loct
10012	конкретных	0 конкретный ADJF plur gent
10013	предложений	0 предложение NOUN neut inan plur gent
10014	,	0 , PNCT
10014	новых	0 новый ADJF plur gent
10015	правил	0 правило NOUN neut inan plur gent
10016	игры	0 игра NOUN femn inan sing gent
10017	,	0 , PNCT
10017	которые	0 который ADJF Apro plur accs inan
10018	должны	0 должен ADJS plur
10019	соблюдать	0 соблюдать INFN impf tran actv
10020	обе	0 оба NUMR femn nomn
10021	стороны	0 сторона NOUN femn inan sing gent
10022	в	0 в PREP
10023	решении	0 решение NOUN neut inan sing loct
10024	важнейших	0 важнейший ADJF plur gent
10025	государственных	0 государственный ADJF plur gent
10026	проблем	0 проблема NOUN femn inan plur gent
10027	.	0 . PNCT
/sent
sent
10027	В	0 в PREP
10028	целом	0 целое NOUN neut inan sing loct
10029	перенарезка	0 перенарезка NOUN femn inan sing nomn
10030	территорий	0 территория NOUN femn inan plur gent
10031	приведёт	0 привести VERB perf tran sing actv futr 3per indc
10032	к	0 к PREP
10033	тому	0 то ADJF Apro Subx neut sing datv
10034	,	0 , PNCT
10034	что	0 что CONJ
10035	в	0 в PREP
10036	крае	0 край NOUN masc inan sing loct
10037	число	0 число NOUN neut inan sing nomn
10038	муниципальных	0 муниципальный ADJF plur gent
10039	образований	0 образование NOUN neut inan plur gent
10040	вырастет	0 вырасти VERB perf intr actv sing futr 3per indc
10041	на	0 на PREP
10042	порядок	0 порядок NOUN masc inan sing accs
10043	.	0 . PNCT
/sent
sent
10043	Осенью	0 осень NOUN femn inan sing ablt
10044	этой	0 этот ADJF Apro femn sing ablt
10045	ситуацией	0 ситуация NOUN femn inan sing ablt
10046	заинтересовалось	0 заинтересоваться VERB perf intr neut sing past indc
10047	Главное	0 главный ADJF neut sing nomn
10048	контрольное	0 контрольный ADJF neut sing nomn
10049	управление	0 управление NOUN neut inan sing nomn
10050	президента	0 президент NOUN masc anim sing gent
10051	.	0 . PNCT
/sent
sent
10051	КОНЕЧНО	0 конечно CONJ Prnt
10052	,	0 , PNCT
10052	с	0 с PREP
10053	главой	0 глава NOUN masc anim sing ablt
10054	"	0 " PNCT
10054	ЮКОСа	0 Юкос NOUN masc inan sing gent
10055	"	0 " PNCT
10055	Михаилом	0 Михаил NOUN masc anim sing ablt
10056	Ходорковским	0 Ходорковский NOUN masc anim sing ablt
10057	надо	0 надо PRED
10058	говорить	0 говорить INFN impf tran actv
10059	о	0 о PREP
10060	кризисе	0 кризис NOUN masc inan sing loct
10061	на	0 на PREP
10062	Ближнем	0 ближний ADJF masc sing loct
10063	Востоке	0 Восток NOUN masc inan sing loct
10064	,	0 , PNCT
10064	ценах	0 цена NOUN femn inan plur loct
10065	на	0 на PREP
10066	нефть	0 нефть NOUN femn inan sing accs
10067	и	0 и CONJ
10068	журнале	0 журнал NOUN masc inan sing loct
10069	"	0 " PNCT
10069	Форбс	0 Форбс NOUN masc inan sing nomn
10070	"	0 " PNCT
10071	,	0 , PNCT
10072	который	0 который ADJF Apro masc sing nomn
10073	регулярно	0 регулярно ADVB
10074	включает	0 включать VERB impf tran sing actv pres 3per indc
10075	российского	0 российский ADJF masc sing accs anim
10076	олигарха	0 олигарх NOUN masc anim sing accs
10077	в	0 в PREP
10078	список	0 список NOUN masc inan sing accs
10079	самых	0 самый ADJF Apro plur gent
10080	богатых	0 богатый ADJF plur gent
10081	людей	0 человек NOUN masc anim plur gent
10082	планеты	0 планета NOUN femn inan sing gent
10083	.	0 . PNCT
/sent
sent
10083	21	0 21 NUMR
10084	июля	0 июль NOUN masc inan sing gent
10085	2003	0 2003 NUMR
10086	года	0 год NOUN masc inan sing gent
10087	указом	0 указ NOUN masc inan sing ablt
10088	президента	0 президент NOUN masc anim sing gent
10089	РФ	0 РФ NOUN femn inan Fixd sing gent
10090	назначен	0 назначить PRTS perf masc sing pssv past
10091	начальником	0 начальник NOUN masc anim sing ablt
10092	управления	0 управление NOUN neut inan sing gent
10093	ГНК	0 ГНК NOUN masc inan Fixd sing gent
10094	с	0 с PREP
10095	присвоением	0 присвоение NOUN neut inan sing ablt
10096	специального	0 специальный ADJF neut sing gent
10097	звания	0 звание NOUN neut inan sing gent
10098	"	0 " PNCT
10098	генерал-лейтенант	0 генерал-лейтенант NOUN masc anim sing nomn
10099	полиции	0 полиция NOUN femn inan sing gent
10100	"	0 " PNCT
10101	.	0 . PNCT
/sent
sent
10102	Голов	0 голова NOUN masc anim plur gent
10103	много	0 много NUMR nomn
10104	,	0 , PNCT
10104	все	0 весь ADJF Apro plur nomn
10105	они	0 они ADJF Apro Subx plur 3per nomn
10106	прожорливые	0 прожорливый ADJF plur nomn
10107	,	0 , PNCT
10107	кормятся	0 кормиться VERB impf intr plur pres 3per indc
10108	с	0 с PREP
10109	разных	0 разный ADJF plur gent
10110	рук	0 рука NOUN femn inan plur gent
10111	.	0 . PNCT
/sent
sent
10111	Сегодня	0 сегодня ADVB
10112	в	0 в PREP
10113	правительстве	0 правительство NOUN neut inan sing loct
10114	нужны	0 нужный ADJS plur
10115	профессионалы	0 профессионал NOUN masc anim plur nomn
10116	,	0 , PNCT
10116	которые	0 который ADJF Apro plur nomn
10117	могли	0 мочь VERB impf intr actv plur past indc
10118	бы	0 бы PRCL
10119	по-настоящему	0 по-настоящему ADVB
10120	заняться	0 заняться INFN perf intr
10121	конструированием	0 конструирование NOUN neut inan sing ablt
10122	и	0 и CONJ
10123	реализацией	0 реализация NOUN femn inan sing ablt
10124	новой	0 новый ADJF femn sing gent
10125	экономической	0 экономический ADJF femn sing gent
10126	политики	0 политика NOUN femn inan sing gent
10127	.	0 . PNCT
/sent
sent
10127	Внесло	0 внести VERB perf tran neut sing actv past indc
10128	ли	0 ли PRCL
10129	МЭРТ	0 МЭРТ NOUN neut inan Fixd sing nomn
10130	в	0 в PREP
10131	правительство	0 правительство NOUN neut inan sing accs
10132	предложения	0 предложение NOUN neut inan plur accs
10133	о	0 о PREP
10134	госкомпании	0 госкомпания NOUN femn inan sing loct
10135	по	0 по PREP
10136	инвестированию	0 инвестирование NOUN neut inan sing datv
10137	накопительной	0 накопительный ADJF femn sing gent
10138	части	0 часть NOUN femn inan sing gent
10139	трудовой	0 трудовой ADJF femn sing gent
10140	пенсии	0 пенсия NOUN femn inan sing gent
10141	?	0 ? PNCT
/sent
sent
10141	P	0 P UNKN
10142	.	0 . PNCT
10142	S	0 S UNKN
10143	.	0 . PNCT
10143	Мы	0 мы ADJF Apro Subx plur 1per nomn
10144	попросили	0 попросить VERB perf tran plur actv past indc
10145	ПФ	0 ПФ NOUN masc inan Fixd sing accs
10146	прокомментировать	0 прокомментировать INFN perf tran actv
10147	этот	0 этот ADJF Apro masc sing accs inan
10148	материал	0 материал NOUN masc inan sing accs
10149	.	0 . PNCT
/sent
sent
10149	И	0 и CONJ
10150	впитали	0 впитать VERB perf tran plur actv past indc
10151	всё	0 всё ADJF Apro Subx neut sing accs
10152	,	0 , PNCT
10152	что	0 что ADJF Apro Subx neut sing accs
10153	родители	0 родитель NOUN masc anim plur nomn
10154	,	0 , PNCT
10154	не	0 не PRCL
10155	стесняясь	0 стесняться GRND impf intr pres
10156	,	0 , PNCT
10156	говорили	0 говорить VERB impf tran plur actv past indc
10157	о	0 о PREP
10158	новых	0 новый ADJF plur loct
10159	порядках	0 порядок NOUN masc inan plur loct
10160	.	0 . PNCT
/sent
sent
10160	Однако	0 однако CONJ
10161	теперь	0 теперь ADVB Ques
10162	Минобороны	0 Минобороны NOUN neut inan Fixd sing nomn
10163	становится	0 становиться VERB impf intr sing pres 3per indc
10164	монопольным	0 монопольный ADJF masc sing ablt
10165	поставщиком	0 поставщик NOUN masc anim sing ablt
10166	информации	0 информация NOUN femn inan sing gent
10167	президенту	0 президент NOUN masc anim sing datv
10168	о	0 о PREP
10169	развитии	0 развитие NOUN neut inan sing loct
10170	ситуации	0 ситуация NOUN femn inan sing gent
10171	в	0 в PREP
10172	мире	0 мир NOUN masc inan sing loct
10173	--	0 -- PNCT
10173	Служба	0 служба NOUN femn inan sing nomn
10174	внешней	0 внешний ADJF femn sing gent
10175	разведки	0 разведка NOUN femn inan sing gent
10176	,	0 , PNCT
10176	которая	0 который ADJF Apro femn sing nomn
10177	прежде	0 прежде PREP
10178	всего	0 всё ADJF Apro Subx neut sing gent
10179	ориентирована	0 ориентировать PRTS impf femn sing pssv past
10180	на	0 на PREP
10181	получение	0 получение NOUN neut inan sing accs
10182	данных	0 данные NOUN plur gent
10183	агентурным	0 агентурный ADJF masc sing ablt
10184	путём	0 путь NOUN masc inan sing ablt
10185	,	0 , PNCT
10185	при	0 при PREP
10186	всём	0 весь ADJF Apro neut sing loct
10187	желании	0 желание NOUN neut inan sing loct
10188	не	0 не PRCL
10189	сможет	0 смочь VERB perf intr actv sing futr 3per indc
10190	поспеть	0 поспеть INFN perf intr actv
10191	за	0 за PREP
10192	ГРУ	0 гру NOUN neut inan Fixd sing ablt
10193	.	0 . PNCT
/sent
sent
10193	Говорят	0 говорить VERB impf tran plur actv pres 3per indc
10194	,	0 , PNCT
10194	что	0 что CONJ
10195	у	0 у PREP
10196	закона	0 закон NOUN masc inan sing gent
10197	смутная	0 смутный ADJF femn sing nomn
10198	перспектива	0 перспектива NOUN femn inan sing nomn
10199	.	0 . PNCT
/sent
sent
10199	Странно	0 странно PRED
10200	только	0 только PRCL
10201	,	0 , PNCT
10201	что	0 что CONJ
10202	уже	0 уже ADVB
10203	не	0 не PRCL
10204	провели	0 провести VERB perf tran plur actv past indc
10205	переговоры	0 переговоры NOUN plur accs
10206	,	0 , PNCT
10206	что	0 что CONJ
10207	уже	0 уже ADVB
10208	не	0 не PRCL
10209	выставили	0 выставить VERB perf tran plur actv past indc
10210	условий	0 условие NOUN neut inan plur gent
10211	,	0 , PNCT
10211	что	0 что CONJ
10212	не	0 не PRCL
10213	объявили	0 объявить VERB perf tran plur actv past indc
10214	сумму	0 сумма NOUN femn inan sing accs
10215	.	0 . PNCT
/sent
sent
10215	Депутаты	0 депутат NOUN masc anim plur nomn
10216	рекомендовали	0 рекомендовать VERB perf tran plur actv past indc
10217	запретить	0 запретить INFN perf tran actv
10218	вмешательство	0 вмешательство NOUN neut inan sing accs
10219	в	0 в PREP
10220	деятельность	0 деятельность NOUN femn inan sing accs
10221	реестродержателей	0 реестродержатель NOUN masc anim plur gent
10222	со	0 со PREP
10223	стороны	0 сторона NOUN femn inan sing gent
10224	органов	0 орган NOUN masc inan plur gent
10225	государственной	0 государственный ADJF femn sing gent
10226	власти	0 власть NOUN femn inan sing gent
10227	,	0 , PNCT
10227	в	0 в PREP
